DIST-00001 | 6.754 | 5.449 | 0.9392 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02861 | 3.520 | 3.571 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02862 | 8.351 | 6.796 | 0.8949 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02863 | 3.415 | 1.529 | 1.5709 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02864 | 4.254 | 1.713 | 2.3288 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02865 | 3.566 | 3.553 | 0.0174 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02866 | 7.721 | 4.335 | 2.68 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02867 | 4.143 | 3.259 | 0.6965 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02868 | 5.486 | 3.240 | 1.951 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02869 | 4.174 | 3.185 | 0.8139 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02870 | 2.762 | 0.410 | 1.9605 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02871 | 4.364 | 1.252 | 2.9379 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02872 | 2.578 | 1.397 | 0.9083 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02873 | 5.070 | 2.985 | 1.7898 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02874 | 5.579 | 5.155 | 0.2983 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02875 | 5.436 | 4.850 | 0.4404 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02876 | 7.522 | 5.128 | 1.7239 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02877 | 1.831 | 0.848 | 0.6631 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02878 | 5.791 | 6.024 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02879 | 3.966 | 1.853 | 1.8618 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02880 | 5.091 | 2.285 | 2.6065 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02881 | 3.847 | 3.516 | 0.2097 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02882 | 1.979 | -0.942 | 2.1995 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02883 | 8.240 | 7.931 | 0.1399 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02884 | 6.750 | 4.261 | 2.0291 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02885 | 6.701 | 4.922 | 1.2907 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02886 | 1.937 | -0.609 | 1.9058 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02887 | 3.302 | 2.812 | 0.3653 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02888 | 6.329 | 4.487 | 1.4871 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02889 | 6.499 | 5.866 | 0.4241 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02890 | 5.673 | 4.569 | 0.8665 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02891 | 5.488 | 2.673 | 2.5928 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02892 | 7.782 | 6.253 | 0.9176 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02893 | 7.457 | 7.489 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02894 | 4.050 | 2.307 | 1.5014 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02895 | 6.369 | 4.700 | 1.3041 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02896 | 4.888 | 2.599 | 2.1309 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02897 | 5.130 | 3.381 | 1.4486 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02898 | 4.695 | 2.014 | 2.5132 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02899 | 5.697 | 4.112 | 1.285 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02900 | 3.142 | 0.173 | 2.6135 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02901 | 6.124 | 3.593 | 2.1865 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02902 | 7.627 | 5.021 | 1.9057 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02903 | 4.644 | 4.044 | 0.4586 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02904 | 3.540 | 0.078 | 3.2236 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02905 | 2.817 | 2.226 | 0.4132 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02906 | 7.146 | 3.765 | 2.8982 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02907 | 1.861 | -1.329 | 2.4218 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02908 | 4.471 | 2.313 | 1.8973 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02909 | 8.441 | 7.842 | 0.2849 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02910 | 6.744 | 3.631 | 2.722 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02911 | 3.523 | 3.327 | 0.1372 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02912 | 3.258 | 2.737 | 0.406 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02913 | 6.842 | 3.903 | 2.4609 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02914 | 7.156 | 4.240 | 2.3787 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02915 | 2.110 | 1.144 | 0.7066 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02916 | 5.710 | 5.457 | 0.2163 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02917 | 5.388 | 3.393 | 1.7144 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02918 | 5.301 | 2.479 | 2.6279 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02919 | 4.979 | 2.054 | 2.7512 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02920 | 4.224 | 1.159 | 2.9128 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02921 | 4.557 | 2.718 | 1.5831 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02922 | 6.764 | 5.019 | 1.32 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02923 | 8.049 | 5.920 | 1.3745 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02924 | 5.836 | 4.043 | 1.474 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02925 | 4.091 | 3.035 | 0.8645 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02926 | 3.249 | 1.598 | 1.3663 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02927 | 8.300 | 5.018 | 2.3512 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02928 | 3.062 | 2.754 | 0.2351 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02929 | 3.839 | 1.255 | 2.3594 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02930 | 7.063 | 6.531 | 0.351 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02931 | 6.043 | 6.058 | 0.0074 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02932 | 6.029 | 6.132 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02933 | 2.058 | 1.797 | 0.1619 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02934 | 1.657 | 0.416 | 0.8701 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02935 | 5.350 | 5.244 | 0.094 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02936 | 5.657 | 3.563 | 1.8235 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02937 | 3.968 | 3.446 | 0.3961 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02938 | 8.261 | 8.737 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02939 | 1.838 | -1.173 | 2.2386 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02940 | 2.523 | -0.135 | 2.1564 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02941 | 5.654 | 2.386 | 3.1205 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02942 | 7.276 | 7.206 | 0.0303 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02943 | 2.871 | -0.612 | 3.0652 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02944 | 5.537 | 4.205 | 1.0661 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02945 | 7.383 | 5.018 | 1.7563 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02946 | 2.715 | -0.688 | 2.8994 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02947 | 3.197 | 0.798 | 2.0587 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02948 | 2.593 | 0.618 | 1.5092 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02949 | 2.911 | -0.497 | 2.9853 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02950 | 5.566 | 3.059 | 2.2062 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02951 | 7.626 | 7.477 | 0.1044 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02952 | 4.637 | 4.217 | 0.3393 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02953 | 8.055 | 7.810 | 0.1337 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02954 | 6.937 | 5.858 | 0.7613 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02955 | 8.432 | 6.073 | 1.4508 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02956 | 3.925 | 2.197 | 1.5116 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02957 | 6.693 | 5.668 | 0.7316 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02958 | 3.637 | 2.279 | 1.116 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02959 | 6.936 | 6.667 | 0.188 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02960 | 8.060 | 7.645 | 0.1924 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02961 | 5.158 | 5.071 | 0.0467 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02962 | 2.806 | 1.963 | 0.6293 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02963 | 7.714 | 4.796 | 2.1851 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02964 | 8.233 | 5.524 | 1.8082 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02965 | 2.390 | 2.739 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02966 | 6.447 | 6.633 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02967 | 8.129 | 8.111 | 0.0156 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02968 | 2.641 | 1.949 | 0.5035 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02969 | 7.535 | 5.364 | 1.4991 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02970 | 4.723 | 2.048 | 2.4783 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02971 | 7.594 | 4.909 | 1.9621 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02972 | 8.252 | 7.990 | 0.1265 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02973 | 2.068 | -0.338 | 1.8052 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02974 | 7.606 | 7.924 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02975 | 3.226 | 0.637 | 2.2643 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02976 | 2.677 | 2.421 | 0.188 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02977 | 2.721 | 2.395 | 0.2637 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02978 | 3.255 | 3.005 | 0.1704 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02979 | 5.416 | 5.824 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02980 | 6.175 | 3.049 | 2.8493 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02981 | 6.102 | 4.075 | 1.6763 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02982 | 2.101 | 2.020 | 0.0807 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02983 | 4.387 | 1.930 | 2.2457 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02984 | 7.728 | 8.047 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02985 | 8.218 | 7.608 | 0.2806 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02986 | 1.736 | -0.987 | 1.9846 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02987 | 2.403 | -0.078 | 1.9738 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02988 | 5.884 | 5.235 | 0.4754 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02989 | 6.498 | 3.934 | 2.1286 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02990 | 7.318 | 5.615 | 1.2245 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02991 | 1.554 | -1.630 | 2.342 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02992 | 3.289 | 0.728 | 2.2419 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02993 | 2.484 | -0.579 | 2.5272 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02994 | 6.216 | 4.947 | 0.9534 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02995 | 4.610 | 3.796 | 0.6306 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-02996 | 2.401 | 0.089 | 1.8294 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02997 | 2.591 | -0.372 | 2.4685 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02998 | 2.908 | -0.261 | 2.7244 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-02999 | 4.786 | 5.097 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03000 | 5.602 | 2.226 | 3.234 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03001 | 5.678 | 3.585 | 1.7519 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03002 | 6.589 | 5.227 | 0.9796 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03003 | 5.941 | 2.918 | 2.7596 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03004 | 3.681 | 2.206 | 1.2664 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03005 | 2.883 | 3.237 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03006 | 7.815 | 6.890 | 0.5084 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03007 | 5.695 | 5.950 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03008 | 6.075 | 6.382 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03009 | 5.562 | 3.487 | 1.8056 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03010 | 2.103 | -0.342 | 1.8651 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03011 | 3.140 | -0.316 | 3.1037 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03012 | 8.373 | 8.458 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03013 | 2.417 | 2.530 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03014 | 6.031 | 3.280 | 2.4155 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03015 | 1.869 | -0.226 | 1.5222 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03016 | 1.679 | 1.845 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03017 | 5.899 | 6.283 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03018 | 6.852 | 5.560 | 0.8508 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03019 | 3.299 | 2.131 | 0.928 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03020 | 4.022 | 4.341 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03021 | 4.035 | 2.563 | 1.263 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-03022 | 4.889 | 3.541 | 1.1091 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-03023 | 5.891 | 5.377 | 0.3615 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
